Tensile_Strength(MPa),Yield_Strength(MPa),Elastic_Modulus,Shear_Modulus,Poisson_Ratio,Density,Annotation,rating
630,400,206000,80000,0.3,7860,Yes,3
650,430,206000,80000,0.3,7860,Yes,2
700,460,206000,80000,0.3,7860,No,1
750,490,206000,80000,0.3,7860,No,1
800,520,206000,80000,0.3,7860,No,1
460,290,206000,80000,0.3,7860,Yes,4
700,490,206000,80000,0.3,7860,No,1
580,340,206000,80000,0.3,7860,Yes,4
800,590,206000,80000,0.3,7860,No,1
850,630,206000,80000,0.3,7860,No,1
900,660,206000,80000,0.3,7860,No,1
900,680,206000,80000,0.3,7860,No,1
980,680,206000,80000,0.3,7860,No,1
440,270,206000,80000,0.3,7860,Yes,3
450,295,206000,80000,0.3,7860,Yes,4
800,600,206000,80000,0.3,7860,No,1
900,650,206000,80000,0.3,7860,No,1
1000,770,206000,80000,0.3,7860,No,1
490,345,206000,80000,0.3,7860,Yes,5
490,345,206000,80000,0.3,7860,Yes,5
900,700,206000,80000,0.3,7860,No,1
480,300,206000,80000,0.3,7860,Yes,4
520,310,206000,80000,0.3,7860,Yes,4
835,590,206000,80000,0.3,7860,No,1
490,355,206000,80000,0.3,7860,Yes,5
1100,900,206000,80000,0.3,7860,No,1
1250,1050,206000,80000,0.3,7860,No,1
530,390,206000,80000,0.3,7860,Yes,4
680,585,206000,80000,0.3,7860,No,1
400,230,206000,80000,0.3,7860,Yes,2
650,450,206000,80000,0.3,7860,Yes,2
700,500,206000,80000,0.3,7860,No,1
850,650,206000,80000,0.3,7860,No,1
400,240,206000,80000,0.3,7860,Yes,2
800,600,206000,80000,0.3,7860,No,1
500,190,206000,80000,0.3,7860,No,1
500,190,206000,80000,0.3,7860,No,1
500,190,206000,80000,0.3,7860,No,1
460,180,206000,80000,0.3,7860,No,1
550,270,206000,80000,0.3,7860,Yes,3
500,200,206000,80000,0.3,7860,No,1
500,200,206000,80000,0.3,7860,No,1
500,200,206000,80000,0.3,7860,No,1
500,200,206000,80000,0.3,7860,No,1
500,200,206000,80000,0.3,7860,No,1
580,280,206000,80000,0.3,7860,Yes,3
580,280,206000,80000,0.3,7860,Yes,3
650,450,206000,80000,0.3,7860,Yes,2
680,320,206000,80000,0.3,7860,Yes,2
150,150,85000,34000,0.25,7160,No,1
200,200,85000,34000,0.25,7160,No,1
250,250,85000,34000,0.25,7160,No,1
300,300,85000,34000,0.25,7160,No,1
350,350,85000,34000,0.25,7160,No,1
500,320,169000,70000,0.2,7160,No,1
600,370,169000,70000,0.2,7160,No,1
700,420,169000,70000,0.2,7160,No,1
800,480,169000,70000,0.2,7160,No,1
400,180,160000,64000,0.27,7160,No,1
500,260,160000,64000,0.27,7160,No,1
460,375,206000,80000,0.3,7860,Yes,5
460,355,206000,80000,0.3,7860,Yes,5
580,365,206000,80000,0.3,7860,Yes,4
270,250,206000,80000,0.3,7860,No,1
270,210,206000,80000,0.3,7860,No,1
270,280,206000,80000,0.3,7860,No,1
330,195,206000,80000,0.3,7860,No,1
410,320,206000,80000,0.3,7860,Yes,4
350,225,206000,80000,0.3,7860,Yes,2
360,225,206000,80000,0.3,7860,Yes,2
340,225,206000,80000,0.3,7860,Yes,2
440,350,206000,80000,0.3,7860,Yes,5
340,225,206000,80000,0.3,7860,Yes,2
340,225,206000,80000,0.3,7860,Yes,2
410,255,206000,80000,0.3,7860,Yes,3
410,265,206000,80000,0.3,7860,Yes,3
420,265,206000,80000,0.3,7860,Yes,3
410,265,206000,80000,0.3,7860,Yes,3
470,285,206000,80000,0.3,7860,Yes,4
490,345,206000,80000,0.3,7860,Yes,5
500,345,206000,80000,0.3,7860,Yes,5
590,470,206000,80000,0.3,7860,Yes,2
570,325,206000,80000,0.3,7860,Yes,4
670,355,206000,80000,0.3,7860,Yes,2
440,275,206000,80000,0.3,7860,Yes,3
495,295,206000,80000,0.3,7860,Yes,4
500,300,206000,80000,0.3,7860,Yes,4
500,320,206000,80000,0.3,7860,Yes,5
550,350,206000,80000,0.3,7860,Yes,4
600,370,206000,80000,0.3,7860,Yes,3
580,360,206000,80000,0.3,7860,Yes,4
630,400,206000,80000,0.3,7860,Yes,3
535,320,206000,80000,0.3,7860,Yes,5
650,430,206000,80000,0.3,7860,Yes,2
660,410,206000,80000,0.3,7860,Yes,2
700,460,206000,80000,0.3,7860,No,1
690,430,206000,80000,0.3,7860,No,1
750,500,206000,80000,0.3,7860,No,1
680,400,206000,80000,0.3,7860,Yes,2
800,520,206000,80000,0.3,7860,No,1
800,520,206000,80000,0.3,7860,No,1
460,290,206000,80000,0.3,7860,Yes,4
690,490,206000,80000,0.3,7860,No,1
590,340,206000,80000,0.3,7860,Yes,3
800,590,206000,80000,0.3,7860,No,1
850,630,206000,80000,0.3,7860,No,1
850,630,206000,80000,0.3,7860,No,1
1700,1300,206000,80000,0.3,7860,No,1
830,630,206000,80000,0.3,7860,No,1
900,660,206000,80000,0.3,7860,No,1
880,670,206000,80000,0.3,7860,No,1
850,630,206000,80000,0.3,7860,No,1
880,665,206000,80000,0.3,7860,No,1
1450,1270,206000,80000,0.3,7860,No,1
900,680,206000,80000,0.3,7860,No,1
980,680,206000,80000,0.3,7860,No,1
1370,1180,206000,80000,0.3,7860,No,1
440,270,206000,80000,0.3,7860,Yes,3
450,295,206000,80000,0.3,7860,Yes,4
490,345,206000,80000,0.3,7860,Yes,5
800,600,206000,80000,0.3,7860,No,1
900,650,206000,80000,0.3,7860,No,1
1000,750,206000,80000,0.3,7860,No,1
980,760,206000,80000,0.3,7860,No,1
880,690,206000,80000,0.3,7860,No,1
800,600,206000,80000,0.3,7860,No,1
980,850,206000,80000,0.3,7860,No,1
980,850,206000,80000,0.3,7860,No,1
1370,1180,206000,80000,0.3,7860,No,1
480,300,206000,80000,0.3,7860,Yes,4
930,735,206000,80000,0.3,7860,No,1
1230,1030,206000,80000,0.3,7860,No,1
1000,750,206000,80000,0.3,7860,No,1
1080,785,206000,80000,0.3,7860,No,1
490,355,206000,80000,0.3,7860,Yes,5
1100,900,206000,80000,0.3,7860,No,1
1250,1050,206000,80000,0.3,7860,No,1
530,390,206000,80000,0.3,7860,Yes,4
680,585,206000,80000,0.3,7860,No,1
400,250,206000,80000,0.3,7860,Yes,3
450,270,206000,80000,0.3,7860,Yes,3
600,420,206000,80000,0.3,7860,Yes,3
650,450,206000,80000,0.3,7860,Yes,2
800,600,206000,80000,0.3,7860,No,1
900,700,206000,80000,0.3,7860,No,1
400,250,206000,80000,0.3,7860,Yes,3
750,550,206000,80000,0.3,7860,No,1
1000,800,206000,80000,0.3,7860,No,1
500,195,206000,80000,0.3,7860,No,1
500,195,206000,80000,0.3,7860,No,1
500,200,206000,80000,0.3,7860,No,1
460,180,206000,80000,0.3,7860,No,1
550,270,206000,80000,0.3,7860,Yes,3
510,205,206000,80000,0.3,7860,No,1
500,210,206000,80000,0.3,7860,No,1
490,190,206000,80000,0.3,7860,No,1
490,190,206000,80000,0.3,7860,No,1
510,205,206000,80000,0.3,7860,No,1
580,280,206000,80000,0.3,7860,Yes,3
580,295,206000,80000,0.3,7860,Yes,4
580,285,206000,80000,0.3,7860,Yes,4
590,295,206000,80000,0.3,7860,Yes,3
950,580,206000,80000,0.3,7860,No,1
150,150,85000,34000,0.25,7160,No,1
200,200,85000,34000,0.25,7160,No,1
250,250,85000,34000,0.25,7160,No,1
300,300,85000,34000,0.25,7160,No,1
350,350,85000,34000,0.25,7160,No,1
500,320,169000,70000,0.2,7160,No,1
600,370,169000,70000,0.2,7160,No,1
700,420,169000,70000,0.2,7160,No,1
800,480,169000,70000,0.2,7160,No,1
400,180,160000,64000,0.27,7160,No,1
500,260,160000,64000,0.27,7160,No,1
430,300,206000,80000,0.3,7860,Yes,4
635,370,206000,80000,0.3,7860,Yes,2
280,140,206000,80000,0.3,7860,No,1
280,140,206000,80000,0.3,7860,No,1
280,140,206000,80000,0.3,7860,No,1
420,355,206000,80000,0.3,7860,Yes,4
360,215,206000,80000,0.3,7860,Yes,2
360,225,206000,80000,0.3,7860,Yes,2
450,360,206000,80000,0.3,7860,Yes,5
340,225,206000,80000,0.3,7860,Yes,2
340,225,206000,80000,0.3,7860,Yes,2
410,225,206000,80000,0.3,7860,Yes,2
430,245,206000,80000,0.3,7860,Yes,2
460,280,206000,80000,0.3,7860,Yes,3
430,245,206000,80000,0.3,7860,Yes,2
490,355,206000,80000,0.3,7860,Yes,5
490,355,206000,80000,0.3,7860,Yes,5
490,355,206000,80000,0.3,7860,Yes,5
540,340,206000,80000,0.3,7860,Yes,4
600,480,206000,80000,0.3,7860,Yes,2
550,430,206000,80000,0.3,7860,Yes,3
550,430,206000,80000,0.3,7860,Yes,3
490,245,206000,80000,0.3,7860,Yes,2
550,310,206000,80000,0.3,7860,Yes,4
625,370,206000,80000,0.3,7860,Yes,3
625,370,206000,80000,0.3,7860,Yes,3
625,355,206000,80000,0.3,7860,Yes,3
625,340,206000,80000,0.3,7860,Yes,3
700,400,206000,80000,0.3,7860,No,1
625,360,206000,80000,0.3,7860,Yes,3
775,450,206000,80000,0.3,7860,No,1
775,450,206000,80000,0.3,7860,No,1
550,325,206000,80000,0.3,7860,Yes,4
1300,1100,206000,80000,0.3,7860,No,1
700,510,206000,80000,0.3,7860,No,1
775,570,206000,80000,0.3,7860,No,1
850,665,206000,80000,0.3,7860,No,1
1380,1180,206000,80000,0.3,7860,No,1
850,665,206000,80000,0.3,7860,No,1
850,665,206000,80000,0.3,7860,No,1
850,665,206000,80000,0.3,7860,No,1
925,740,206000,80000,0.3,7860,No,1
1370,1180,206000,80000,0.3,7860,No,1
775,570,206000,80000,0.3,7860,No,1
850,665,206000,80000,0.3,7860,No,1
850,685,206000,80000,0.3,7860,No,1
1075,925,206000,80000,0.3,7860,No,1
420,245,206000,80000,0.3,7860,Yes,2
550,340,206000,80000,0.3,7860,Yes,4
700,490,206000,80000,0.3,7860,No,1
430,245,206000,80000,0.3,7860,Yes,2
900,685,206000,80000,0.3,7860,No,1
850,635,206000,80000,0.3,7860,No,1
480,195,206000,80000,0.3,7860,No,1
510,190,206000,80000,0.3,7860,No,1
490,195,206000,80000,0.3,7860,No,1
480,180,206000,80000,0.3,7860,No,1
510,205,206000,80000,0.3,7860,No,1
490,190,206000,80000,0.3,7860,No,1
510,205,206000,80000,0.3,7860,No,1
950,580,206000,80000,0.3,7860,No,1
150,150,85000,34000,0.25,7160,No,1
200,200,85000,34000,0.25,7160,No,1
250,250,85000,34000,0.25,7160,No,1
300,300,85000,34000,0.25,7160,No,1
350,350,85000,34000,0.25,7160,No,1
500,320,169000,70000,0.2,7160,No,1
600,370,169000,70000,0.2,7160,No,1
700,420,169000,70000,0.2,7160,No,1
800,480,169000,70000,0.2,7160,No,1
400,180,160000,64000,0.27,7160,No,1
500,260,160000,64000,0.27,7160,No,1
350,200,206000,80000,0.3,7860,No,1
400,226,206000,80000,0.3,7860,Yes,2
471,373,206000,80000,0.3,7860,Yes,5
400,255,206000,80000,0.3,7860,Yes,3
660,520,206000,80000,0.3,7860,No,1
280,200,206000,80000,0.3,7860,No,1
290,215,206000,80000,0.3,7860,No,1
280,200,206000,80000,0.3,7860,No,1
330,195,206000,80000,0.3,7860,No,1
340,225,206000,80000,0.3,7860,Yes,2
350,225,206000,80000,0.3,7860,Yes,2
340,225,206000,80000,0.3,7860,Yes,2
360,235,206000,80000,0.3,7860,Yes,2
410,255,206000,80000,0.3,7860,Yes,3
420,240,206000,80000,0.3,7860,Yes,2
430,285,206000,80000,0.3,7860,Yes,4
440,265,206000,80000,0.3,7860,Yes,3
490,265,206000,80000,0.3,7860,Yes,3
490,340,206000,80000,0.3,7860,Yes,5
510,345,206000,80000,0.3,7860,Yes,5
590,315,206000,80000,0.3,7860,Yes,3
590,315,206000,80000,0.3,7860,Yes,3
686,355,206000,80000,0.3,7860,No,1
686,355,206000,80000,0.3,7860,No,1
490,325,206000,80000,0.3,7860,Yes,5
550,350,206000,80000,0.3,7860,Yes,4
490,295,206000,80000,0.3,7860,Yes,4
480,300,206000,80000,0.3,7860,Yes,4
500,320,206000,80000,0.3,7860,Yes,5
550,350,206000,80000,0.3,7860,Yes,4
600,370,206000,80000,0.3,7860,Yes,3
